row_id,confidence,box,walk_every_cycles,streak,cross_env_proof,observations,cycles_since_walk,decay_applied,due,last_status,last_env,last_measured
243,0.8012,2,5,2,2,45,0,1.0,no,PASS,hw294,2026-08-12 06:20:00
G10,0.1772,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
G11,0.0,0,1,0,1,44,1,0.85,yes,FAIL,hw294,2026-08-11T10:11:14Z
G12,0.595,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R10,0.685,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R11,0.6837,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R12,0.0896,0,1,2,1,45,0,1.0,no,PASS,hw294,2026-08-12 06:20:00
R13,0.0,0,1,0,1,45,0,1.0,no,FAIL,hw294,2026-08-12 06:20:00
R14,0.685,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R15,0.685,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R16,0.0,0,1,0,0,44,1,0.85,yes,FAIL,hw294,2026-08-11T10:11:14Z
R17,0.0411,0,1,0,1,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R18,0.6871,0,1,0,2,44,1,0.85,yes,NOTRUN,hw294,2026-08-11T10:11:14Z
R19,0.0,0,1,0,1,44,1,0.85,yes,FAIL,hw294,2026-08-11T10:11:14Z
R20,0.8018,2,5,2,2,45,0,1.0,no,PASS,hw294,2026-08-12 06:20:00
R21,0.3619,0,1,2,2,45,0,1.0,no,PASS,hw294,2026-08-12 06:20:00
R22,0.2881,0,1,2,1,45,0,1.0,no,PASS,hw294,2026-08-12 06:20:00
